OBJECTID,TREE_ID,SUB_NAME,SUB_GENUS,SUB_SPECIES,SUB_VARIETY,PLANTS,USER_ID,DATE_ADDED,DATE_UPDATED,NAME,SUB_ID,LATITUDE,LONGITUDE,ADDRESS,NOTES,DBH,REVISIT_ID,REVISIT_DATE_ADDED,REVISIT_DATE_UPDATED,REVISIT_NOTES,REVISIT_TYPE,CROWN_VIGOR,LEAF_DEFOLIATIONF,LEAF_DISCOLORATIONF,FINE_TWIG_DIEBACKF,CROWN_LIGHT_EXPOSURE,CROWN_DENSITY_TRANS,INV_CROWN_VIGOR,PercImpervious,PercentRenters,MedianHomeValue,Vpdmax_july,Vpdmax_aug,UDO,ZONE_GEN,ZoneShort,pm_t_f,am_t_f,af_t_f
271,C5F05CAB-2C01-4FE1-8366-836B5AE6DD48,live oak,Quercus,virginiana,NA,QUVI                ,189796,09:44.0,,S-S22-QUVI-008,3349,35.974059,-78.892361,"1309 Rosewood St, Durham, NC 27701, USA",Dbh measured at 2ft,40.5,432,13:24.0,,,2,1,1,1,5,5,35,5,27,66.4,140400,24.61669922,21.95779991,RU-5,RES_MEDIUM_DENSITY,RES,81.46456146,67.25953674,83.97680664
275,2DC724C0-2C69-4127-9242-853131503939,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,40:51.0,11:13.2,S-P21-PRUN-073,6898,36.00032,-78.89077,"416 Dowd St, Durham, NC 27701, USA",,0.55,430,41:34.0,,,2,2,2,2,5,5,55,4,60,62.9,173600,24.51280022,21.95669937,RU-5(2),RES_HIGH_DENSITY,RES,81.27817535,67.4960022,84.79632568
276,ACB34FE3-E599-41B1-BA2C-854896648FC5,live oak,Quercus,virginiana,NA,QUVI                ,189796,47:49.0,,S-O21-QUVI-108,3349,36.005932,-78.89166,"1305 Shawnee St, Durham, NC 27701, USA",,35.2,324,48:46.0,,,2,2,1,1,10,4,35,4,10,54.5,367200,24.53689957,21.95469856,RU-5(2),RES_HIGH_DENSITY,RES,81.25794983,66.93476868,83.61280823
277,B9C92F8D-67E7-4EAC-92D3-855B52BC6869,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,49:27.0,,S-P21-ZESE-033,18056,36.000389,-78.891317,"411 Dowd St, Durham, NC 27701, USA",,0.7,393,50:46.0,,,2,4,3,5,95,5,85,2,61,62.9,173600,24.51280022,21.95669937,RS-M,RES_HIGH_DENSITY,RES,81.41608429,67.59297943,84.99583435
279,D27208A9-8D16-4C31-9955-86602DC02B4D,Callery pear (Bradford pear),Pyrus,calleryana,NA,PYCA80              ,189796,00:27.0,,S-U21-PYCA-019,10957,35.961878,-78.895023,"703 Gaston Ave, Durham, NC 27707, USA",,17.9,445,03:14.0,,,2,1,1,2,1,5,5,5,40,37.2,136500,24.62290001,22.06649971,RU-5,RES_MEDIUM_DENSITY,RES,80.24236298,66.94522858,84.02526093
281,56A6D93D-CA09-49E0-8890-877186C8E6A0,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,43:53.0,14:44.9,S-O18-PRUN-023,6898,36.008285,-78.936842,"2250 Erwin Rd, Durham, NC 27705, USA",Dbh measured at 1.5,9.5,4,45:53.0,,,2,3,2,2,25,3,45,3,79,100,,24.16559982,21.82219887,UC, , ,83.44650269,69.98348999,85.13071442
282,F4E09441-916E-4736-A137-87C5E8E5C60C,northern red oak,Quercus,rubra,NA,QURU                ,189796,42:32.0,,S-S18-QURA-007,3345,35.969231,-78.931563,"2836 Stuart Dr, Durham, NC 27707, USA",,2.05,448,43:38.0,,,2,2,1,2,5,5,45,4,18,24.3,233900,24.47809982,21.98729897,RS-10,RES_LOW_DENSITY,RES,82.11083221,67.81864929,83.68084717
283,EC3CD48F-51C3-4345-9D0B-88299F391DB6,live oak,Quercus,virginiana,NA,QUVI                ,189796,16:08.0,27:06.0,S-S22-QUVI-009,3349,35.974398,-78.892294,"1305 Rosewood St, Durham, NC 27701, USA","DBH measured at 2'9""",37.1,433,18:44.0,,,2,1,1,1,5,3,35,5,27,66.4,140400,24.61669922,21.95779991,RU-5,RES_MEDIUM_DENSITY,RES,81.39424133,67.29303741,84.05765533
285,EA262D4F-2D85-4DE5-9C71-890C06A2946C,live oak,Quercus,virginiana,NA,QUVI                ,189796,09:58.0,,S-R21-QUVI-053,3349,35.977936,-78.900701,"1616 State Rd 1118, Durham, NC 27707, USA",,17.51,358,12:59.0,,The power line intercepts the crown at different spots.,2,2,1,2,5,4,15,4,45,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.8215332,67.7983551,84.59062195
286,71896AEA-42B3-4B45-BD0D-8A98E12C86DF,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,29:14.0,00:35.0,S-O18-CECA-011,3273,36.008428,-78.938746,"2351 Erwin Rd, Durham, NC 27710, USA","Measured 3'2""",1.85,6,31:14.0,,,2,3,2,2,1,5,45,3,69,99.5,,24.25160027,21.83729935,RU-M,RES_HIGH_DENSITY,RES,83.27586365,70.21198273,85.17899323
287,1048075A-E9B9-4C13-A17B-8BB9E947A7BE,American elm,Ulmus,americana,NA,ULAM                ,189796,26:37.0,53:38.9,S-Q21-ULAM-001,3358,35.99362,-78.90048,"219 S Mangum St, Durham, NC 27701, USA",,4,215,29:33.0,,,2,1,2,1,1,5,15,5,72,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.0892334,69.09824371,84.13977814
288,EE9D3087-36BF-4A33-A480-8BD73A41C290,hedge maple,Acer,campestre,NA,ACCA5               ,179696,08:26.0,,S-O21-ACCA-038,12452,36.005326,-78.894525,"921 N Mangum St, Durham, NC 27701, USA","DBH measured at 4'1""",5.7,145,10:53.0,,Severe trunk decay and dieback,2,3,2,2,35,2,65,3,59,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.65985107,67.57256317,83.96260834
289,BC1A3CAB-B86C-4B8D-AD36-8D009CBC576F,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,32:25.0,38:23.6,S-O18-CECA-006,3273,36.008488,-78.939244,"2351 Erwin Rd, Durham, NC 27710, USA","Measured at 1'8""",2.5,1,36:03.0,,,2,3,2,3,1,4,25,3,71,99.5,,24.25160027,21.83729935,RU-M,RES_HIGH_DENSITY,RES,83.26311493,70.20594025,85.09320068
290,84611673-FF06-4FAA-AAAC-8D23F77DD3FC,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,29:56.0,04:21.2,S-Q21-ZESE-077,18056,35.997014,-78.90378,"101 E Chapel Hill St, Durham, NC 27701, USA",,8.25,285,31:19.0,,"Broken branches, light patches",2,3,1,2,40,4,55,3,78,74.9,363600,24.47979927,21.92829895,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.62562561,68.55130768,85.75732422
291,918D2B44-4894-46B5-82C1-8D95C351B538,willow oak,Quercus,phellos,NA,QUPH                ,189796,04:00.0,25:42.2,S-O18-QUPH-046,3343,36.007963,-78.936178,"2300 Elba St, Durham, NC 27705, USA",,13.9,47,05:27.0,,,2,2,1,2,1,3,35,4,74,100,,24.16559982,21.82219887,UC, , ,83.42097473,69.87831879,85.08551788
292,0DF6E377-0AEF-4AA7-885D-8D98577BA589,willow oak,Quercus,phellos,NA,QUPH                ,189796,40:02.0,25:52.8,S-O18-QUPH-043,3343,36.007957,-78.935983,"2301 Erwin Rd, Durham, NC 27710, USA","Strange branching, perhaps old trunk sprout; fungus disease leading to some decay.",14,44,42:49.0,,,2,3,2,2,1,3,35,3,74,100,,24.16559982,21.82219887,UC, , ,83.42939758,69.82715607,85.06004333
296,C765D83A-02D1-400A-B96A-908F49371D1B,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,37:41.0,50:37.9,S-P21-LAUN-045,6931,36.00059,-78.89687,"109 Broadway St, Durham, NC 27701, USA",,1.5,404,38:32.0,,Large branch dieback.,2,3,2,1,15,5,65,3,70,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.84552002,69.03655243,84.54938507
297,4E53790D-FBE5-4094-B516-919EED66ED2A,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,24:33.0,08:11.4,S-P21-CECA-018,3273,36.00043,-78.89538,"1002 Cleveland St, Durham, NC 27701, USA",,1.1,379,25:12.0,,,2,3,2,3,20,5,55,3,74,74.9,363600,24.51280022,21.95669937,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.05810547,68.22252655,84.59684753
299,5D6394E5-F5F1-430D-95A3-926DA990E272,littleleaf linden,Tilia,cordata,NA,TICO2               ,189796,33:49.0,13:13.0,S-Q21-TICO-052,11688,35.996624,-78.904903,"109 W Chapel Hill St, Durham, NC 27701, USA",,19.4,264,35:20.0,,"Broken branches, yellowed leaves",2,3,1,2,10,2,35,3,77,74.9,363600,24.37419891,21.89970016,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.69461823,68.57608032,85.62081909
300,6EE421BC-EE37-4296-B6E7-9289788948C5,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,31:14.0,14:58.2,S-O18-PRUN-022,6898,36.008285,-78.936874,"2250 Erwin Rd, Durham, NC 27705, USA","Branches caught in power pole stakesMeasured at 1'1""",10.2,3,34:14.0,,,2,4,2,3,55,3,75,2,89,100,,24.16559982,21.82219887,UC, , ,83.43702698,70.00940704,85.17589569
301,CB4C60AD-2153-4D9D-BF00-929A08519724,willow oak,Quercus,phellos,NA,QUPH                ,189796,30:55.0,,S-R21-QUPH-058,3343,35.978166,-78.90204,"403 Moline St, Durham, NC 27707, USA",,46.7,360,33:00.0,,Root pan above soil; root decay; many broken branches.,2,3,1,3,15,5,45,3,27,55.4,150600,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.45220184,67.71987915,84.16791534
303,1E9C646C-2CA9-4B49-8D2B-952C909E32D5,willow oak,Quercus,phellos,NA,QUPH                ,189796,59:30.0,26:05.9,S-O18-QUPH-040,3343,36.007929,-78.935743,"2231 Erwin Rd, Durham, NC 27710, USA",Sap dripping,17.2,41,01:35.0,,,2,3,2,3,10,3,35,3,83,100,,24.16559982,21.82219887,UC, , ,83.40335846,69.83330536,84.93481445
306,D5C57757-2C97-4B17-A29D-96554E98DBB3,winged elm,Ulmus,alata,NA,ULAL                ,189796,31:46.0,26:26.6,S-U16-ULAL-018,3357,35.95337,-78.95571,"3406 Windsor Way, Durham, NC 27707, USA",,7,304,32:42.0,,,2,2,2,2,1,3,35,4,6,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.73920441,67.8405838,82.37974548
307,16B8BBE9-0519-41FE-BA7B-96B6DFFF5E86,willow oak,Quercus,phellos,NA,QUPH                ,189796,47:57.0,26:15.7,S-O18-QUPH-052,3343,36.008037,-78.936837,"2300 Erwin Rd, Durham, NC 27710, USA",,13.35,53,49:29.0,,Chlorotic leaves,2,3,1,3,5,4,35,3,77,100,,24.16559982,21.82219887,UC, , ,83.38053131,69.94924164,85.15899658
309,23888D9C-ED9A-473B-B6B2-9832CDC2E715,willow oak,Quercus,phellos,NA,QUPH                ,189796,11:07.0,26:26.5,S-O18-QUPH-047,3343,36.00799,-78.936243,"2300 Elba St, Durham, NC 27705, USA",,15.55,48,12:46.0,,Epicormic branching; chlorotic leaves; power line present,2,3,1,3,1,3,45,3,74,100,,24.16559982,21.82219887,UC, , ,83.424263,69.87381744,84.95207214
310,104C6033-6C69-4E31-8FAF-998B7564226C,red maple,Acer,rubrum,NA,ACRU                ,189796,19:18.0,20:21.1,S-Q21-ACRU-018,3247,35.994046,-78.901655,"Pettigrew St at Mangum St, Durham, NC 27701, USA",,6.1,232,20:21.0,27:17.0,,2,3,1,1,35,5,55,3,72,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.49917603,69.14035034,84.31562042
311,E06E24EC-48A1-4AF7-9909-99AFD59CACDC,flowering dogwood,Cornus,florida,NA,COFL2               ,203642,56:43.0,,S-O21-COFL-046,3275,36.005526,-78.895514,"120 W Trinity Ave, Durham, NC 27701, USA",,2.2,77,58:55.0,,,2,3,1,3,NA,2,35,3,28,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.61019135,67.61621094,84.24699402
313,58EF538D-2CE9-4331-976E-9AF78E10FF25,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,55:52.0,15:10.7,S-O18-PRUN-029,6898,36.008281,-78.936582,"2250 Erwin Rd, Durham, NC 27705, USA","DBH measured at 1'4""",12.11,467,01:55.0,01:55.0,,2,3,2,2,30,2,35,3,79,100,,24.16559982,21.82219887,UC, , ,83.49343109,69.92417145,85.0867691
315,08532AD7-CBDB-4420-9D24-9E7D57BB10E1,flowering dogwood,Cornus,florida,NA,COFL2               ,189796,33:58.0,12:19.0,S-U16-COFL-011,3275,35.95381,-78.9559,"3405 Windsor Way, Durham, NC 27707, USA",,4.9,297,35:42.0,,,2,3,1,3,10,2,45,3,16,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.97304535,67.86045837,82.08464813
318,3A0CE31E-75AA-476F-BC1E-A0505229AAC3,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,15:01.0,54:04.2,S-P21-CECA-053,3273,36.00029,-78.89555,"909 Cleveland St, Durham, NC 27701, USA",,1.55,412,15:45.0,,,2,2,2,2,5,4,35,4,74,74.9,363600,24.51280022,21.95669937,CG,COMMERCIAL,COM,83.09377289,68.37693787,84.3505249
319,A95AFF55-6F00-4880-BFCB-A18B5D70B10A,red maple,Acer,rubrum,NA,ACRU                ,189796,42:20.0,20:32.7,S-Q21-ACRU-023,3247,35.994236,-78.902061,"205 Blackwell St, Durham, NC 27701, USA",,5,1,46:49.4,,,2,3,1,2,20,5,45,3,72,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.04242706,69.16912079,84.23807526
320,318D820B-F369-4C82-9AFB-A1D465985C2C,willow oak,Quercus,phellos,NA,QUPH                ,189796,47:50.0,24:16.6,S-O18-QUPH-044,3343,36.007958,-78.936036,"2301 Erwin Rd, Durham, NC 27710, USA",Light post interacting with the crown; trunk sprout.,12.9,45,49:50.0,,Spot leaf disease,2,3,1,2,20,3,65,3,74,100,,24.16559982,21.82219887,UC, , ,83.42939758,69.82715607,85.06004333
321,45830486-FA0C-414E-AA82-A21F95BCEFAD,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,17:13.0,00:50.0,S-O18-CECA-015,3273,36.008361,-78.938023,"Duke Hospital, Durham, NC 27705, USA","DBH measured at 3'11""",1.65,10,18:56.0,,,2,1,2,2,1,5,45,5,69,99.5,,24.25160027,21.83729935,RU-M,RES_HIGH_DENSITY,RES,83.21309662,70.1856842,85.25627136
322,92888A89-3833-4EE9-8C8B-A386867A97FC,ginkgo,Ginkgo,biloba,NA,GIBI2               ,189796,19:26.0,,S-P21-GIBI-025,3976,36.000368,-78.893159,"1000 N Roxboro St, Durham, NC 27701, USA","Dbh measured at 2'5""",0.75,386,21:13.0,,,2,3,1,3,1,5,45,3,75,62.9,173600,24.51280022,21.95669937,CN,COMMERCIAL,COM,82.19049835,68.01456451,84.82839203
325,6E742DE8-F39F-45D1-B3D0-A4E39F5C1F94,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,50:01.0,,S-S22-ZESE-014,18056,35.9747,-78.892338,"1304 Rosewood St, Durham, NC 27701, USA",,0.8,438,51:38.0,,,2,3,1,3,10,2,45,3,26,66.4,140400,24.61669922,21.95779991,RU-5,RES_MEDIUM_DENSITY,RES,81.35426331,67.35570526,84.20853424
326,20CA5200-B6A8-4BFC-8F13-A4FFC5463AE9,American elm,Ulmus,americana,NA,ULAM                ,189796,17:15.0,53:50.7,S-Q21-ULAM-011,3358,35.99464,-78.90232,"205 Blackwell St, Durham, NC 27701, USA",,3.7,225,19:51.0,,,2,2,2,1,5,5,35,4,76,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.64992523,69.17824554,84.8212204
327,828B4DE1-697A-4AFF-84FD-A53207A5C4B1,red maple,Acer,rubrum,NA,ACRU                ,189796,22:48.0,20:45.8,S-Q21-ACRU-019,3247,35.994083,-78.901732,"Pettigrew St at Mangum St, Durham, NC 27701, USA",,4.7,233,23:53.0,,,2,3,1,1,35,5,55,3,72,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.40483093,69.14128113,84.2646637
328,DB6E59F0-160F-4065-975B-A5486FDCDF85,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,45:59.0,01:05.6,S-O18-CECA-007,3273,36.008471,-78.939199,"2351 Erwin Rd, Durham, NC 27710, USA","DBH measured at 1'9""",9.2,2,47:55.0,,,2,2,2,2,5,4,35,4,72,100,,24.25160027,21.83729935,RU-M,RES_HIGH_DENSITY,RES,83.26311493,70.20594025,85.09320068
329,D6581AB2-6EAA-4034-B201-A58B68B06F54,American elm,Ulmus,americana,NA,ULAM                ,189796,20:52.0,,S-R21-ULAM-020,3358,35.97915,-78.904077,"301 Moline St, Durham, NC 27707, USA",Protection at base.,0.84,340,22:25.0,,Protection at base.,2,2,2,2,5,3,55,4,42,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.71868134,67.33692932,84.04756165
331,6F1288DD-476D-443A-8D4B-A6298B60D783,hawthorn,Crataegus,spp.,NA,CRATA               ,189796,40:16.0,,S-R21-CRVI-041,3959,35.978061,-78.902055,"410 Moline St, Durham, NC 27707, USA",Winter King cultivar.,1.11,350,41:43.0,,Large gash in the trunk suggesting decay.,2,1,2,2,1,5,45,5,30,55.4,150600,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.54871368,67.75347137,84.25028992
332,A2864434-12E8-4729-91E1-A633AE9694BE,red maple,Acer,rubrum,NA,ACRU                ,189796,59:34.0,20:56.8,S-Q21-ACRU-070,3247,35.99656,-78.903463,"331 W Main St #607, Durham, NC 27701, USA",,5.2,278,01:20.0,,Broken branches,2,2,1,2,5,4,25,4,80,74.9,363600,24.47979927,21.92829895,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.67677307,68.24706268,85.61936188
333,8573837D-E4CB-4177-A4DE-A659106BD8C2,willow oak,Quercus,phellos,NA,QUPH                ,179696,23:04.0,12:35.7,S-O21-QUPH-030,3343,36.00536,-78.89512,"111 W Trinity Ave, Durham, NC 27701, USA",Hollow pruning scars suggest decay.,38.1,137,25:28.0,,Hollow pruning scars suggest decay.,2,3,1,2,10,5,55,3,13,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.53153229,67.61960602,84.02645111
334,0CD9CEC7-21C1-44B2-B2F9-A6694C0A7504,water oak,Quercus,nigra,NA,QUNI                ,189796,07:15.0,22:50.0,S-O18-QUNI-035,3340,36.00758,-78.932906,"2351 Erwin Rd, Durham, NC 27705, USA",,39.5,36,09:01.0,13:30.0,"Broken branches, large holes in tree, branch decay, smaller dieback, epicomic branches, chlorotic leaves, fungus on leaves",2,3,1,2,15,4,35,3,49,100,,24.16559982,21.82219887,UC, , ,83.14725494,68.80126953,84.28032684
335,1D88F303-ACFE-476F-9959-A6D65D16AD90,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,00:21.0,01:19.4,S-O18-CECA-008,3273,36.008478,-78.939117,"2351 Erwin Rd, Durham, NC 27710, USA","DBH measured at 1'3""",10.1,3,02:47.0,,,2,2,2,2,1,4,35,4,72,100,,24.25160027,21.83729935,RU-M,RES_HIGH_DENSITY,RES,83.2621994,70.20617676,85.06620789
338,A0B6A44B-5227-4674-BC57-A77322733291,American elm,Ulmus,americana,NA,ULAM                ,189796,22:20.0,54:03.7,S-Q21-ULAM-012,3358,35.9947,-78.90244,"550 W Pettigrew St, Durham, NC 27701, USA",,4.5,1,44:54.2,,,2,1,2,2,1,5,15,5,84,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.71617889,69.20614624,85.03661346
339,D07F971F-FFE7-4B79-AC5E-A89DA5C1D716,eastern redbud,Cercis,canadensis,NA,CECA4               ,203642,24:33.0,15:57.7,S-O21-CECA-051,3273,36.00552,-78.89528,"114 W Trinity Ave, Durham, NC 27701, USA",,2.6,82,26:21.0,,,2,3,1,3,1,4,45,3,28,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.55541992,67.62042999,84.05113983
342,CC744100-9445-40FF-ABFD-A8D4FE2EE067,red maple,Acer,rubrum,NA,ACRU                ,189796,08:16.0,21:08.2,S-Q21-ACRU-072,3247,35.997034,-78.905105,"427 W Main St, Durham, NC 27701, USA",,10.45,280,10:05.0,,Girdling roots,2,2,1,2,15,5,35,4,74,74.9,363600,24.37419891,21.89970016,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.72588348,68.58650208,85.6005249
343,792D185A-7A46-4607-8A83-A8D7DB830B16,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,00:02.0,53:04.1,S-P21-LAUN-050,6931,36.00022,-78.89577,"Dowd St at Mangum St, Durham, NC 27701, USA","Multistemmed, the other stems' DBH are 2.3, 2.4, 1.8, 2.2, and 3.2.",2.8,409,02:06.0,,One broken branch.,2,2,1,2,5,3,35,4,64,74.9,363600,24.51280022,21.95669937,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.00395966,68.55370331,84.27140045
345,D9488C13-C76E-4389-BCFA-A94432214FE7,red maple,Acer,rubrum,NA,ACRU                ,189796,45:33.0,42:08.5,S-T18-ACRU-018,3247,35.96634,-78.93517,"3106 Stanford Dr, Durham, NC 27707, USA",,14.91,470,46:50.0,,,2,3,1,2,15,4,55,3,6,78,227200,24.47809982,21.98729897,RS-10,RES_LOW_DENSITY,RES,81.53160858,67.56209564,82.95591736
346,B59553D8-B642-4867-A7E4-A983EAB8D7B1,ginkgo,Ginkgo,biloba,NA,GIBI2               ,189796,32:08.0,,S-P21-GIBI-029,3976,36.000385,-78.892392,"321 Dowd St, Durham, NC 27701, USA","Main stem is dead, but resprout. Dbh measured at 2'6""",1.35,389,34:04.0,,,2,4,1,3,1,5,65,2,57,62.9,173600,24.51280022,21.95669937,RU-M,RES_HIGH_DENSITY,RES,81.89099121,67.77345276,84.85179138
348,C5624A6B-B385-4C52-8395-A9F6068B97B1,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,16:49.0,11:47.3,S-Q21-GYDI-047,3986,35.996387,-78.904561,"111 W Chapel Hill St, Durham, NC 27701, USA",,3.2,261,17:58.0,,"Trunk decay, zip ties on tree",2,4,1,2,50,5,55,2,76,74.9,363600,24.37419891,21.89970016,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.75028229,68.48069,85.42977905
350,7911DD51-8233-48DE-89DC-AB78FC3E7DF4,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,05:47.0,15:23.9,S-O18-PRUN-020,6898,36.00827,-78.93699,"2300 Erwin Rd, Durham, NC 27705, USA",DBH MEASURED AT 1?4?,11.8,466,04:28.0,04:28.0,,2,4,2,2,45,4,55,2,89,100,,24.16559982,21.82219887,UC, , ,83.44788361,70.00114441,85.21260071
351,1F8B1983-5D65-485D-8829-AC45FBCCF546,trident maple,Acer,buergerianum,NA,ACBU4               ,189796,23:21.0,22:11.6,S-Q21-ACBU-050,20243,35.996488,-78.904728,"109 W Chapel Hill St, Durham, NC 27701, USA",,1.69,262,25:24.0,,"Staked, very bumpy trunk",2,2,2,2,5,5,35,4,92,74.9,363600,24.37419891,21.89970016,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.72412872,68.50177002,85.4539566
352,FC6B47CE-8B2F-41FD-B685-AC7B8E41BF75,white mulberry,Morus,alba,NA,MOAL                ,189796,32:18.0,27:25.4,S-O21-MOAL-003,6050,36.00364,-78.89615,"201 W Geer St, Durham, NC 27701, USA",We could not measure DBH because the tree is on private property.,7.5,308,36:03.0,,We could not measure DBH because the tree is on private property; growing around a light pole; vine around the pole and the trunk; epicormic branching.,2,2,1,1,1,5,35,4,51,74.9,363600,24.47979927,21.92829895,RU-M,RES_HIGH_DENSITY,RES,82.08789825,67.58836365,84.66481018
353,7DA56BA8-4E4C-46DE-9E08-ACF325682062,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,25:03.0,12:13.4,S-Q21-GYDI-035,3986,35.995729,-78.903354,"212 Ramseur St, Durham, NC 27701, USA",,3.3,249,26:27.0,,Large dead branch,2,2,1,2,1,5,35,4,84,74.9,363600,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.5306778,68.34893036,85.37639618
355,81FF0129-8007-4518-B21B-AD5905E3FEC9,unlisted plant,,,NA,,189796,37:32.0,,S-M19-NYSY-011,59420,36.024569,-78.914305,"1407 Hudson Ave, Durham, NC 27705, USA",,20.9,455,39:57.0,,Overall light leaf coloration throughout canopy (patches of light green leaves that aren't glossy),2,3,2,3,5,3,35,3,11,65.4,188900,24.3572998,21.82219887,RU-5,RES_MEDIUM_DENSITY,RES,81.44172668,67.71237183,84.26993561
357,A3FAD500-7F85-4B75-AECF-ADACEE4341DA,sugar maple,Acer,saccharum,NA,ACSA3               ,179696,28:39.0,,S-O21-ACSA-031,3249,36.005349,-78.89509,"111 W Trinity Ave, Durham, NC 27701, USA",,1.25,138,31:01.0,,Dense leaves around stem but few major branches,2,1,1,2,1,2,35,5,13,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.59944916,67.63336945,83.98391724
361,FAB9008C-C862-4474-AC6E-AE5C0D9D2E5A,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,15:42.0,,S-P21-CECA-015,3273,36.000387,-78.89557,"710 N Mangum St, Durham, NC 27701, USA",,1,376,17:03.0,,,2,4,2,5,50,5,65,2,74,74.9,363600,24.51280022,21.95669937,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.09295654,68.41386414,84.50214386
362,F004DB2A-DF71-427D-B085-AEB7E70BB900,American elm,Ulmus,americana,NA,ULAM                ,189796,13:12.0,54:16.1,S-Q21-ULAM-010,3358,35.99455,-78.90217,"Pettigrew St at Mangum St (WB), Durham, NC 27701, USA",,3.6,224,15:22.0,,,2,2,2,2,1,5,25,4,76,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.17246246,69.18954468,84.42692566
364,BCEFE262-5774-4DE1-83F9-AF4EE7F63355,bur oak,Quercus,macrocarpa,NA,QUMA2               ,179696,46:11.0,,S-O21-QUMA-028,3329,36.005355,-78.895255,"113 W Trinity Ave, Durham, NC 27701, USA",The tree is not in the city inventory.,1.1,135,15:48.0,,The tree is not in the city inventory; protection at base; root diaper,2,5,NA,NA,100,NA,95,1,18,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.57804108,67.62084961,84.09587097
365,2843BD7A-9240-4C6E-B1FB-AFCF3EF40EE9,willow oak,Quercus,phellos,NA,QUPH                ,189796,59:24.0,24:37.0,S-O18-QUPH-034,3343,36.007935,-78.933155,"2100 Erwin Rd, Durham, NC 27705, USA",,29.5,10,01:16.0,,,2,2,NA,NA,1,4,25,4,70,99.5,,24.16559982,21.82219887,UC, , ,83.17875671,68.98931885,84.29102325
