,Year,Date,TreeName,Segment,Genus,Species,TotalDBH,LandUse,SiteType,Pruned,HatrackPrune,FlushCutPrune,PercentImperv,Powerline,Mulch,MulchVolcano,TreeGuard,Gardenscape,Mowing,GrassDescription,Grate,GirdlingRoots,RoadSideLift,RoadSideCrack,TrunkDamage,LeafCurling,Discoloration,Defoliation,Dieback,CrownVigor,CrownLight
1268,2023,7/31/2023,306-FRUN-043,306,Fraxinus,unknown,8.4,SFR-D,SP,1,1,0,4,0,1,0,0,Minimal,recent,Patchy but green,0,0,0,FALSE,0,1,2,1,2,2,4
1277,2023,7/31/2023,306-FRUN-052,306,Fraxinus,unknown,11.9,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,0,TRUE,1,0,1,1,4,2,3
1279,2023,7/31/2023,306-FRUN-054,306,Fraxinus,unknown,10.9,SFR-D,SP,1,0,0,5,0,0,0,0,Moderate,recent,Lush,0,0,0,FALSE,0,0,2,1,3,2,3
1280,2023,7/31/2023,306-FRUN-055,306,Fraxinus,unknown,11.6,SFR-D,SP,1,0,0,5,0,1,0,0,Moderate,recent,Patchy but green,0,0,0,FALSE,0,1,2,1,6,3,3
1281,2023,7/31/2023,306-FRUN-056,306,Fraxinus,unknown,9.3,SFR-D,SP,1,0,0,5,0,1,0,0,Moderate,recent,Patchy but green,0,0,0,FALSE,0,1,1,1,2,1,3
1283,2023,7/31/2023,306-FRUN-058,306,Fraxinus,unknown,26,SFR-D,SP,1,1,0,5,0,1,0,0,Extensive,N/A,Lush,0,0,1,FALSE,0,0,2,1,2,1,3
1286,2023,7/31/2023,306-FRUN-061,306,Fraxinus,unknown,25.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,1,1,2,1,3
1292,2023,8/1/2023,306-FRUN-067,306,Fraxinus,unknown,16.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,1,1,2,1,6,3,3
1306,2023,8/1/2023,306-FRUN-081,306,Fraxinus,unknown,25.9,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Lush,0,0,1,TRUE,0,0,1,1,4,2,5
1315,2023,8/1/2023,306-FRUN-090,306,Fraxinus,unknown,21.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,2,1,5
1323,2023,8/1/2023,306-FRUN-098,306,Fraxinus,unknown,17.1,SFR-D,SP,1,0,0,5,0,0,0,0,Moderate,recent,Patchy but green,0,0,1,TRUE,0,0,1,1,4,2,3
1324,2023,8/1/2023,306-FRUN-099,306,Fraxinus,unknown,12.3,SFR-D,SP,1,1,0,5,0,0,0,0,Minimal,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,3,1,3
1227,2023,7/31/2023,306-GLTR-002,306,Gleditsia,triacanthos,11,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,0,1,1,2,2,1,3
1229,2023,7/31/2023,306-GLTR-004,306,Gleditsia,triacanthos,18.2,MFR,SP,1,0,0,5,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,1,1,1,2,5,2,4
1261,2023,7/31/2023,306-GLTR-036,306,Gleditsia,triacanthos,24.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,1,1,2,6,3,4
1263,2023,7/31/2023,306-GLTR-038,306,Gleditsia,triacanthos,22,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,1,1,5,2,3
1270,2023,7/31/2023,306-GLTR-045,306,Gleditsia,triacanthos,16.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,1,1,1,5,2,3
1275,2023,7/31/2023,306-GLTR-050,306,Gleditsia,triacanthos,19.5,SFR-A,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,1,1,2,7,3,4
1239,2023,7/31/2023,306-GYDI-014,306,Gymnocladus,dioicus,1.8,MFR,SP,1,0,0,4,0,1,0,1,None,recent,Patchy but green,0,0,0,FALSE,0,1,1,1,15,4,3
1242,2023,7/31/2023,306-GYDI-017,306,Gymnocladus,dioicus,7.4,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,2,1,1,2,3
1243,2023,7/31/2023,306-GYDI-018,306,Gymnocladus,dioicus,8.9,MFR,SP,1,1,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,1,3,1,2,3,3
1260,2023,7/31/2023,306-MASP-035,306,Malus,spp.,4.3,SFR-D,SC,1,1,0,4,0,1,0,0,Minimal,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,1,1,3
1272,2023,7/31/2023,306-PLOC-047,306,Platanus,occidentalis,31.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,0,0,2,2,3,2,4
1273,2023,7/31/2023,306-PLOC-048,306,Platanus,occidentalis,25.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,2,3,2,3
1310,2023,8/1/2023,306-PLOC-085,306,Platanus,occidentalis,32.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,0,0,2,1,3,1,4
1322,2023,8/1/2023,306-PODE-097,306,Populus,deltoides,14.8,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,1,0,2,1,5,3,4
1320,2023,8/1/2023,306-PRSE-095,306,Prunus,serrulata,16.2,SFR-D,SP,0,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,1,1,4
1231,2023,7/31/2023,306-PYCA-006,306,Pyrus,calleryana,3.1,MFR,SC,1,0,0,5,1,1,0,0,Moderate,N/A,Turf,0,0,0,FALSE,0,1,1,1,1,1,3
1234,2023,7/31/2023,306-QUBI-009,306,Quercus,bicolor,5.9,SFR-A,SP,0,0,0,5,1,0,0,1,None,recent,Patchy but green,0,0,0,FALSE,0,0,3,1,1,3,3
1246,2023,7/31/2023,306-QUMU-021,306,Quercus,muhlenbergii,4.2,MFR,SP,1,0,0,5,0,0,0,1,None,recent,Patchy but green,0,0,0,FALSE,0,0,1.5,1,1.5,1,2
1313,2023,8/1/2023,306-QUMU-088,306,Quercus,muhlenbergii,6.2,SFR-D,SP,1,0,0,4,0,0,0,0,None,old,Lush,0,0,0,FALSE,0,0,1,1,1,1,5
1287,2023,8/1/2023,306-ROPS-062,306,Robinia,pseudoacacia,22.7,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Lush,0,0,1,FALSE,0,0,2,1,2,1,4
1288,2023,8/1/2023,306-ROPS-063,306,Robinia,pseudoacacia,19.7,SFR-D,SP,0,0,0,5,0,0,0,0,None,old,Lush,0,0,1,FALSE,0,1,2,1,4,2,3
1289,2023,8/1/2023,306-ROPS-064,306,Robinia,pseudoacacia,17.9,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Lush,0,0,0,FALSE,1,0,1,1,7,3,3
1290,2023,8/1/2023,306-ROPS-065,306,Robinia,pseudoacacia,14.5,SFR-D,SP,1,0,0,4,0,0,0,0,None,old,Lush,0,0,1,FALSE,1,0,2,1,4,2,3
1291,2023,8/1/2023,306-ROPS-066,306,Robinia,pseudoacacia,23.6,SFR-D,SP,1,0,0,4,0,0,0,0,None,old,Lush,0,0,1,FALSE,1,0,1,1,3,2,3
1295,2023,8/1/2023,306-SYUN-070,306,Syringa,unknown,5.9,SFR-D,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,1,1,2,1,3
1264,2023,7/31/2023,306-TIAM-039,306,Tilia,americana,15.9,SFR-D,SP,1,0,0,5,0,0,0,0,Minimal,recent,Patchy but green,0,0,1,FALSE,0,1,3,1,1,3,3
1266,2023,7/31/2023,306-TIAM-041,306,Tilia,americana,17.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Lush,0,0,1,TRUE,0,0,2.5,1,1.5,2.5,3
1267,2023,7/31/2023,306-TIAM-042,306,Tilia,americana,19.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,3,1,2,3,3
1284,2023,7/31/2023,306-TIAM-059,306,Tilia,americana,17.1,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,0,0,2,1,2,1,3
1298,2023,8/1/2023,306-TIAM-073,306,Tilia,americana,12.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,0,0,2,2,7,4,4
1299,2023,8/1/2023,306-TIAM-074,306,Tilia,americana,14.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,3,2,1,3,5
1312,2023,8/1/2023,306-TIAM-087,306,Tilia,americana,6.4,SFR-D,SP,1,1,1,4,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,2,1,4
1316,2023,8/1/2023,306-TIAM-091,306,Tilia,americana,18.6,SFR-D,SP,1,0,0,5,0,0,0,0,Moderate,recent,Patchy but green,0,0,1,FALSE,0,0,3,1,2,3,3
1328,2023,8/1/2023,306-TIAM-103,306,Tilia,americana,28.4,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,1,1,2.5,2,4.5,3.5,4.5
1325,2023,8/1/2023,306-TICO-100,306,Tilia,cordata,6.2,SFR-D,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,1,5,3,2
1230,2023,7/31/2023,306-ULUN-005,306,Ulmus,unknown,2.6,MFR,SP,1,0,0,4,1,1,1,1,None,old,Patchy but green,0,0,0,FALSE,0,0,2,2,3,2,4
1233,2023,7/31/2023,306-ULUN-008,306,Ulmus,unknown,14.4,MFR,SP,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,0,1,2,2,6,3,4
1235,2023,7/31/2023,306-ULUN-010,306,Ulmus,unknown,6,MFR,SC,1,1,0,5,1,0,0,0,None,N/A,None,0,0,1,FALSE,1,1,2,2,1,2,4
1236,2023,7/31/2023,306-ULUN-011,306,Ulmus,unknown,5.8,MFR,SC,1,1,0,5,1,0,0,0,None,N/A,None,0,0,0,TRUE,0,0,1,2,1.5,1,4
1237,2023,7/31/2023,306-ULUN-012,306,Ulmus,unknown,3.4,MIX,SC,1,0,0,5,0,0,0,0,None,N/A,None,0,0,0,FALSE,0,1,2,2,2,2,4
1238,2023,7/31/2023,306-ULUN-013,306,Ulmus,unknown,10.1,MFR,SP,1,0,0,5,1,0,0,0,None,recent,Patchy but green,0,1,0,TRUE,0,1,2,1,2,1,4
1240,2023,7/31/2023,306-ULUN-015,306,Ulmus,unknown,7,MFR,SP,1,1,0,5,1,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,3,1,4,3,5
1247,2023,7/31/2023,306-ULUN-022,306,Ulmus,unknown,18.3,MFR,SP,0,0,0,5,0,0,0,0,None,recent,Patchy but green,0,1,1,FALSE,0,0,3,2,4,3,4
1256,2023,7/31/2023,306-ULUN-031,306,Ulmus,unknown,14.4,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,1.5,2.5,3.5,2.5,3
1257,2023,7/31/2023,306-ULUN-032,306,Ulmus,unknown,14.6,SFR-D,SC,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,1,2,2,3,3,3
1301,2023,8/1/2023,306-ULUN-076,306,Ulmus,unknown,8.5,SFR-D,SP,0,0,0,4,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,1,2,1,1,5
1302,2023,8/1/2023,306-ULUN-077,306,Ulmus,unknown,8.4,SFR-D,SP,0,0,0,4,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,2,1,1,4
1303,2023,8/1/2023,306-ULUN-078,306,Ulmus,unknown,8.4,SFR-D,SP,0,0,0,4,0,1,0,1,Minimal,recent,Lush,0,0,0,FALSE,0,1,2,2,1,1,4
1304,2023,8/1/2023,306-ULUN-079,306,Ulmus,unknown,9.4,SFR-D,SP,0,0,0,4,0,0,0,1,Minimal,recent,Patchy but green,0,0,1,FALSE,0,0,2,2,1,1,5
1318,2023,8/1/2023,306-ULUN-093,306,Ulmus,unknown,14.3,TR,SP,0,0,0,3,0,0,0,0,None,potentially never,Lush,0,0,1,TRUE,0,1,2,2,1,2,3
1319,2023,8/1/2023,306-ULUN-094,306,Ulmus,unknown,40,TR,SP,1,0,0,3,0,0,0,0,None,potentially never,Lush,0,0,1,TRUE,1,1,2,3,2,3,3
1326,2023,8/1/2023,306-ULUN-101,306,Ulmus,unknown,17.4,SFR-D,SP,1,1,0,5,0,1,0,0,Extensive,N/A,Lush,0,0,0,TRUE,1,0,1.5,2,4,2.5,3.5
1329,2022,2022-07-06T00:00:00.000Z,324-SYRE-001,324,Syringa,reticulata,9.8,COMM,SC,1,0,0,5,0,1,0,0,Extensive,N/A,Lush,0,0,0,FALSE,1,0,2,1,6,3,4
1330,2022,2022-07-06T00:00:00.000Z,324-QUBI-002,324,Quercus,bicolor,2.9,MIX,SP,1,0,0,5,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,3,1,4,3,4
1331,2022,2022-07-06T00:00:00.000Z,324-CASP-003,324,Catalpa,speciosa,3.2,MIX,SP,1,0,0,5,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,2,2,3,2,4
1332,2022,2022-07-06T00:00:00.000Z,324-NYSI-004,324,Nyssa,silvatica,1.7,MFR,SP,1,0,0,3,0,1,0,1,Extensive,N/A,Lush,0,0,1,FALSE,0,0,2,2,2,2,4
1333,2023,7/24/2023,324-ULSP-005,324,Ulmus,unknown,11.8,MFR,SC,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,1,1,1.5,2,1,4.5
1334,2022,2022-07-06T00:00:00.000Z,324-ULSP-005,324,Ulmus,unknown,11.2,MFR,SC,1,1,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,0,2,3,2,3,4
1335,2023,7/24/2023,324-GYDI-006,324,Gymnocladus,dioicus,3.4,MFR,SP,1,0,0,5,0,1,0,0,Moderate,N/A,Patchy but green,0,0,0,FALSE,0,0,1,1,1,1,3
1336,2022,2022-07-06T00:00:00.000Z,324-GYDI-006,324,Gymnocladus,dioicus,3,MFR,SP,1,0,0,5,0,1,0,0,Moderate,N/A,Patchy but green,0,0,0,FALSE,0,0,1,1,2,1,2
1337,2023,7/24/2023,324-GLTR-007,324,Gleditsia,triacanthos,36.3,SFR-D,SP,1,1,0,5,0,0,0,0,None,N/A,Patchy but green,0,0,1,TRUE,1,1,1,1,2,1,5
1338,2022,2022-07-06T00:00:00.000Z,324-GLTR-007,324,Gleditsia,triacanthos,35.5,SFR-D,SP,1,1,0,5,0,1,0,0,None,N/A,Patchy but green,0,0,1,TRUE,1,0,1,2,2,1,5
1339,2022,2022-07-06T00:00:00.000Z,324-QUBI-008,324,Quercus,bicolor,3.1,MFR,SP,1,0,0,3,0,0,0,0,Minimal,N/A,None,0,0,0,FALSE,1,0,1,1,1,1,1
1340,2023,7/24/2023,324-ACPL-009,324,Acer,platanoides,11.7,SFR-A,SP,1,1,0,5,0,1,0,0,Minimal,N/A,None,0,1,1,TRUE,0,1,1,1,1,1,3
1341,2022,2022-07-06T00:00:00.000Z,324-ACPL-009,324,Acer,platanoides,11.2,MFR,SP,1,1,0,5,0,1,0,0,Minimal,N/A,None,0,1,1,TRUE,0,0,2,1,1,1,2
1342,2023,7/24/2023,324-ACXFR-010,324,Acer,x freemanii,9.9,SFR-D,SP,1,0,1,5,0,1,0,0,Moderate,N/A,None,0,0,1,FALSE,0,1,5,1,2,4,3
1343,2022,2022-07-06T00:00:00.000Z,324-PRCE-011,324,Prunus,cerasifera,3.3,SFR-D,SP,1,1,0,3,0,1,0,0,Extensive,N/A,Lush,0,0,0,FALSE,0,0,3,2,5,4,1
1344,2022,2022-07-06T00:00:00.000Z,324-PYCA-012,324,Pyrus,calleryana,14,SFR-D,SP,1,1,0,5,0,0,0,0,Extensive,N/A,Lush,0,0,1,FALSE,0,0,1,2,3,1,2
1345,2023,7/24/2023,324-ACPL-013,324,Acer,platanoides,2.9,SFR-D,SP,1,0,0,5,0,1,0,1,Minimal,recent,Patchy but green,0,0,0,FALSE,0,0,1,1,1,1,2
1346,2022,2022-07-06T00:00:00.000Z,324-ACPL-013,324,Acer,platanoides,2.3,MFR,SP,1,0,0,5,0,1,0,1,Minimal,recent,Patchy but green,0,0,0,FALSE,0,0,1,1,1,1,1
1347,2022,2022-07-06T00:00:00.000Z,324-AIAL-014,324,Ailanthus,altissima,29.5,MFR,SP,1,1,0,5,0,1,0,0,Moderate,N/A,Patchy but green,0,0,0,TRUE,0,0,2,1,3,2,4
1348,2022,2022-07-06T00:00:00.000Z,324-CASP-015,324,Catalpa,speciosa,20.8,MFR,SP,1,0,0,5,0,1,0,0,Extensive,N/A,Lush,0,0,1,TRUE,1,0,2,1,2,1,4
1349,2022,2022-07-06T00:00:00.000Z,324-FRPE-016,324,Fraxinus,pennsylvanica,11.6,SFR-D,SC,1,1,0,5,0,1,0,0,Moderate,N/A,Lush,0,0,1,FALSE,1,0,2,1,2,2,4
1350,2023,7/24/2023,324-CEOC-017,324,Celtis,occidentalis,27,MFR,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,1,FALSE,0,1,2,2,2,2,3
1351,2022,2022-07-06T00:00:00.000Z,324-CEOC-017,324,Celtis,occidentalis,26.5,MFR,SC,1,0,0,5,1,0,0,0,None,N/A,None,0,1,1,FALSE,0,0,2,2,2,3,3
1352,2022,2022-07-06T00:00:00.000Z,324-AIAL-018,324,Ailanthus,altissima,23.2,MFR,SC,1,0,0,5,0,0,0,0,None,N/A,None,0,0,1,FALSE,1,0,1,1,5,3,4
1353,2023,7/24/2023,324-ACXFR-019,324,Acer,x freemanii,12.6,MIX,SP,1,0,0,5,1,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,1,4,2,9,4,4
1354,2022,2022-07-12T00:00:00.000Z,324-ACSA-020,324,Acer,saccharinum,24.7,SFR-D,SP,1,0,0,5,1,0,0,0,None,old,Patchy but green,0,1,1,FALSE,0,0,1,1,2,1,5
1355,2022,2022-07-12T00:00:00.000Z,324-AEHI-021,324,Aesculus,hippocastanum,1.9,SFR-D,SP,1,0,0,4,0,1,1,1,Moderate,old,Lush,0,0,1,TRUE,0,0,2,1,1,1,2
1356,2022,2022-07-12T00:00:00.000Z,324-FRPE-022,324,Fraxinus,pennsylvanica,14.5,SFR-D,SP,1,1,0,5,1,1,0,0,Moderate,N/A,Patchy but green,0,0,1,TRUE,1,0,1,1,6,2,4
1357,2022,2022-07-12T00:00:00.000Z,324-AIAL-023,324,Ailanthus,altissima,23.6,SFR-D,SP,1,0,0,5,1,0,0,0,Moderate,N/A,Lush,0,1,1,TRUE,0,0,1,1,3,2,3
1358,2022,2022-07-12T00:00:00.000Z,324-AIAL-024,324,Ailanthus,altissima,25.3,SFR-D,SP,1,0,0,5,1,0,0,0,Moderate,N/A,Lush,0,0,1,FALSE,0,0,1,1,3,2,2
1359,2023,7/24/2023,324-ACPL-025,324,Acer,platanoides,20.6,SFR-A,SP,1,0,0,5,1,0,0,0,Moderate,N/A,Lush,0,0,0,FALSE,0,1,3,1,2,3,4
1360,2022,2022-07-12T00:00:00.000Z,324-ACPL-025,324,Acer,platanoides,20.3,SFR-D,SP,1,0,0,5,1,0,0,0,Moderate,N/A,Lush,0,0,0,FALSE,0,0,1,1,1,1,3
1361,2022,2022-07-12T00:00:00.000Z,324-ACPA-026,324,Acer,palmatum,1.8,SFR-D,SP,1,1,0,4,0,1,0,0,Extensive,N/A,Lush,0,0,0,FALSE,0,0,4,1,3,4,1
1362,2022,2022-07-12T00:00:00.000Z,324-MASP-027,324,Malus,unknown,4.7,SFR-D,SP,1,1,0,5,1,1,0,0,Extensive,N/A,Lush,0,0,0,FALSE,1,0,3,1,6,3,3
1363,2022,2022-07-12T00:00:00.000Z,324-SYRE-028,324,Syringa,reticulata,2.6,SFR-D,SP,1,0,1,5,1,0,0,1,None,old,Patchy but green,0,0,0,FALSE,0,0,1,1,2,1,2
1364,2022,2022-07-12T00:00:00.000Z,324-FRUN-029,324,Fraxinus,unknown,16.9,SFR-D,SP,1,0,0,5,1,0,0,0,None,old,Patchy but green,0,0,1,TRUE,1,0,1,1,2,1,4
1365,2022,2022-07-06T00:00:00.000Z,324-ACSA-030,324,Acer,saccharinum,31.1,SFR-D,SP,1,1,0,5,1,0,0,0,Moderate,N/A,Patchy but green,0,0,1,FALSE,0,0,1,1,4,2,4
1366,2022,2022-07-06T00:00:00.000Z,324-POTR-031,324,Populus,tremuloides,2,SFR-D,SP,1,1,0,3,1,1,0,1,Minimal,recent,Lush,0,0,0,FALSE,0,0,2,1,1,1,2
1367,2022,2022-07-06T00:00:00.000Z,324-ACSA-033,324,Acer,saccharinum,31.1,MFR,SP,1,1,0,5,1,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,2,1,7,4,5
1368,2023,7/24/2023,324-ULSP-034,324,Ulmus,americana,2.5,MFR,SP,1,0,0,5,1,1,0,1,None,old,Patchy but green,0,0,0,TRUE,0,0,1,2,1,1,1
1369,2022,2022-07-06T00:00:00.000Z,324-ULSP-034,324,Ulmus,americana,1.8,MFR,SP,1,0,0,5,1,1,0,1,None,old,Patchy but green,0,0,0,TRUE,0,0,2,2,1,2,1
1370,2023,7/24/2023,324-ULAM-035,324,Ulmus,americana,3.1,MFR,SP,1,0,0,5,1,1,0,1,None,old,Patchy but green,0,0,0,TRUE,0,0,1,2,1,1,2
1371,2022,2022-07-06T00:00:00.000Z,324-ULAM-035,324,Ulmus,americana,2,MFR,SP,1,0,0,5,1,1,0,1,None,old,Patchy but green,0,0,0,TRUE,0,0,2,2,1,2,2
1372,2022,2022-07-12T00:00:00.000Z,324-AIAL-036,324,Ailanthus,altissima,28.2,SFR-D,SP,1,0,0,5,1,0,0,0,Minimal,N/A,None,0,0,1,FALSE,1,0,1,1,3,1,4
1373,2022,2022-07-12T00:00:00.000Z,324-ROPS-037,324,Robinia,pseudoacacia,27.5,SFR-D,SP,1,0,0,5,1,0,0,0,Minimal,N/A,None,0,0,1,TRUE,1,0,1,1,3,3,4
1374,2022,2022-07-12T00:00:00.000Z,324-ACPA-038,324,Acer,palmatum,3.4,SFR-D,SP,1,0,0,4,1,0,0,0,Moderate,N/A,Turf,0,0,1,FALSE,0,0,2,2,2,3,2
1375,2022,2022-07-12T00:00:00.000Z,324-TIAM-039,324,Tilia,americana,17.5,SFR-D,SP,1,0,0,5,1,0,0,0,Moderate,N/A,None,0,1,1,TRUE,0,0,1,1,1,1,5
1376,2023,7/24/2023,324-ACPL-040,324,Acer,platanoides,3.8,SFR-D,SC,1,0,0,5,0,1,0,0,Moderate,N/A,Lush,0,0,0,TRUE,1,0,1,1,1,1,2
1377,2022,2022-07-12T00:00:00.000Z,324-ACPL-040,324,Acer,platanoides,3.2,SFR-D,SC,1,0,0,5,0,1,0,0,Moderate,N/A,Lush,0,0,0,TRUE,1,0,1,1,1,1,1
1378,2022,2022-07-12T00:00:00.000Z,324-AIAL-041,324,Ailanthus,altissima,20.7,SFR-D,SP,1,0,0,5,0,0,0,0,Minimal,N/A,None,0,0,1,FALSE,1,0,1,1,5,3,4
1379,2022,2022-07-12T00:00:00.000Z,324-FRPE-042,324,Fraxinus,pennsylvanica,14.3,MFR,SP,1,1,0,5,0,0,0,0,Minimal,N/A,None,0,1,1,TRUE,1,0,2,1,5,4,4
1380,2022,2022-07-12T00:00:00.000Z,324-QUMA-043,324,Quercus,macrocarpa,12.5,MFR,SP,1,0,0,5,0,0,0,0,Extensive,N/A,Lush,0,0,1,FALSE,0,0,1,2,2,1,3
1381,2023,7/24/2023,324-GLTR-044,324,Gleditsia,triacanthos,22,MFR,SP,1,0,0,5,0,0,0,0,Extensive,N/A,Lush,0,0,1,TRUE,0,1,1,2,3,2,4
1382,2022,2022-07-12T00:00:00.000Z,324-GLTR-044,324,Gleditsia,triacanthos,21.5,MFR,SP,1,0,0,5,0,0,0,0,Extensive,N/A,Lush,0,0,1,TRUE,0,0,1,1,2,1,5
1383,2023,7/24/2023,324-GYDI-045,324,Gymnocladus,dioicus,19.9,SFR-D,SP,1,0,0,5,0,1,0,0,Extensive,N/A,Lush,0,0,1,TRUE,0,0,2,1,3,2,2
1384,2022,2022-07-12T00:00:00.000Z,324-GYDI-045,324,Gymnocladus,dioicus,19.6,SFR-D,SP,1,0,0,5,0,1,0,0,Extensive,N/A,Lush,0,0,1,TRUE,0,0,1,1,2,1,3
1385,2022,2022-07-12T00:00:00.000Z,324-UN-046,324,Crataegus,unknown,6.2,SFR-D,SP,1,0,0,5,0,1,0,0,Extensive,N/A,Lush,0,0,0,FALSE,0,0,1,1,3,1,0
1386,2022,2022-07-12T00:00:00.000Z,324-AIAL-047,324,Ailanthus,altissima,35.4,SFR-D,SC,1,0,0,5,0,0,0,0,None,N/A,None,0,0,1,TRUE,1,0,1,1,2,2,4
1387,2022,2022-07-12T00:00:00.000Z,324-ACSA-048,324,Acer,saccharinum,26.4,MFR,SC,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,1,1,FALSE,0,0,1,1,2,1,5
1388,2022,2022-07-12T00:00:00.000Z,324-ACSA-049,324,Acer,saccharinum,27.2,MFR,SP,1,1,0,5,0,0,0,0,Minimal,N/A,None,0,1,1,FALSE,0,0,1,2,3,3,3
1389,2023,7/24/2023,324-GLTR-050,324,Gleditsia,triacanthos,23,SFR-D,SP,1,0,0,5,0,1,0,0,None,N/A,Patchy but green,0,0,1,FALSE,0,1,1,2,3,2,4
1390,2022,2022-07-12T00:00:00.000Z,324-GLTR-050,324,Gleditsia,triacanthos,23,SFR-D,SP,1,0,0,5,0,0,0,0,None,N/A,Patchy but green,0,0,1,FALSE,0,0,2,1,6,2,5
1391,2022,2022-07-12T00:00:00.000Z,324-FRPE-051,324,Fraxinus,pennsylvanica,3.1,SFR-D,SP,1,1,0,5,0,0,0,0,None,N/A,Patchy but green,0,0,1,TRUE,0,0,1,1,1,1,2
1392,2022,2022-07-12T00:00:00.000Z,324-FRPE-052,324,Fraxinus,pennsylvanica,1.3,SFR-D,SP,1,1,0,5,0,0,0,0,None,N/A,Patchy but green,0,0,0,TRUE,0,0,2,1,1,1,1
1393,2022,2022-07-12T00:00:00.000Z,324-PRSE-053,324,Prunus,serrulata,1.7,SFR-D,SP,0,0,0,4,0,0,0,0,None,N/A,None,0,0,0,FALSE,0,0,1,2,1,2,3
1394,2023,7/24/2023,324-CEOC-054,324,Celtis,occidentalis,13.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,N/A,None,0,0,1,TRUE,0,0,2,1,1,1,2
1395,2022,2022-07-12T00:00:00.000Z,324-CEOC-054,324,Celtis,occidentalis,13,SFR-D,SP,1,0,0,5,0,0,0,0,None,N/A,None,0,0,1,TRUE,0,0,2,1,1,2,3
1396,2023,7/24/2023,324-GLTR-055,324,Gleditsia,triacanthos,13.3,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,TRUE,0,1,1,2,1,1,3
1397,2022,2022-07-12T00:00:00.000Z,324-GLTR-055,324,Gleditsia,triacanthos,12.9,SFR-D,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,TRUE,0,0,1,2,2,1,4
